Date,Category,Payment_mode,Description,Amount,Cashback
2024-12-05,Food,Debit Card,Senior lead per if society.,931.61,0.0
2024-12-28,Food,UPI,Only set community manager always song.,962.89,0.29
2024-12-05,Investment,Cash,Just official care success manager good.,193.57,0.84
2024-12-27,Food,UPI,Floor who require along.,95.72,0.8
2024-12-04,Bills,Credit Card,War wind individual walk.,259.52,0.19
2024-12-08,Healthcare,Credit Card,Hour both over this else yeah.,931.38,0.0
2024-12-26,Bills,UPI,Easy those campaign raise.,918.49,0.79
2024-12-08,Entertainment,UPI,Look bag some want without talk manage.,123.03,0.79
2024-12-04,Healthcare,Debit Card,Their experience up your sing.,516.67,0.0
2024-12-06,Bills,Cash,Determine four wrong minute.,209.6,0.0
2024-12-17,Food,UPI,Citizen water sort surface civil.,993.65,0.15
2024-12-28,Investment,Debit Card,Above leg pass him.,99.63,0.0
2024-12-06,Travel,Credit Card,Team staff perform among family.,731.66,0.61
2024-12-17,Subscription,Cash,Why make fill owner site.,387.14,0.0
2024-12-09,Subscription,Debit Card,Nothing drop least data.,735.99,0.99
2024-12-19,Subscription,Credit Card,President statement garden professional far upon sure.,76.59,0.78
2024-12-03,Groceries,UPI,High well maintain.,372.77,0.22
2024-12-11,Healthcare,Debit Card,Up stuff far peace by drug top receive.,674.16,0.89
2024-12-27,Entertainment,Debit Card,After whatever night pressure character owner.,750.53,0.4
2024-12-01,Stationary,Cash,Term music attorney media arm spring.,939.05,0.0
2024-12-16,Travel,Credit Card,Financial control imagine customer speech end.,543.53,0.19
2024-12-13,Subscription,UPI,Seem area stock take coach.,919.48,0.74
2024-12-23,Travel,Credit Card,Within mission attention.,934.65,0.54
2024-12-10,Subscription,Credit Card,Against serve condition point great manager.,579.2,0.64
2024-12-07,Subscription,Debit Card,Generation may region audience partner however whose.,474.63,0.0
2024-12-13,Food,Cash,Small clear nation buy act land hot.,582.66,0.72
2024-12-06,Subscription,UPI,This movement organization today.,18.69,0.35
2024-12-29,Bills,Debit Card,Deal edge represent on think discover.,971.99,0.0
2024-12-08,Bills,Cash,Look often direction.,952.2,0.63
2024-12-12,Healthcare,Debit Card,Plant partner center question.,299.16,0.0
2024-12-26,Food,Debit Card,Establish how have campaign key picture.,154.61,0.02
2024-12-11,Travel,Credit Card,Decade lose budget challenge among.,115.34,0.0
2024-12-22,Groceries,Cash,Significant learn wide direction.,485.84,0.0
2024-12-06,Travel,Cash,Of kind better partner.,61.41,0.19
2024-12-15,Travel,Credit Card,Democratic spend enjoy majority manage memory ago.,777.97,0.19
2024-12-16,Food,Cash,Research best interesting democratic without.,191.68,0.56
2024-12-04,Entertainment,Credit Card,Money chair carry yet peace sing section west.,155.96,0.93
2024-12-12,Groceries,Credit Card,Seek sure gun able natural leave able.,227.53,0.63
2024-12-06,Travel,Credit Card,Amount reality community court hope require.,50.8,0.41
2024-12-15,Food,Debit Card,Education prepare traditional our.,967.51,0.1
2024-12-09,Entertainment,Cash,Bad image PM ever special.,760.67,0.0
2024-12-09,Stationary,UPI,Fly number deep hold make key.,448.86,0.11
2024-12-11,Subscription,Debit Card,Near game various base.,457.72,0.64
2024-12-11,Food,Debit Card,Learn season tell person nothing.,786.63,0.0
2024-12-13,Bills,Debit Card,Range half mouth.,886.96,0.79
2024-12-23,Travel,Credit Card,Collection head worker election not interview.,504.88,0.79
2024-12-02,Bills,Cash,Game push increase stage clear sure myself.,250.91,0.0
2024-12-16,Groceries,UPI,Near beautiful animal debate piece sport radio fish.,44.56,0.42
2024-12-13,Groceries,UPI,Pick hour while born serious.,270.14,0.28
2024-12-16,Subscription,UPI,Series option after might happen mouth media quite.,597.75,0.0
2024-12-16,Travel,UPI,Be record black husband.,597.42,0.86
2024-12-07,Subscription,Cash,Act major ability tree property ready fear.,505.88,0.77
2024-12-24,Investment,Debit Card,For any over thank thank dream child.,587.21,0.99
2024-12-30,Subscription,UPI,Professional serve PM morning develop game training.,941.14,0.67
2024-12-09,Stationary,Debit Card,Her herself later.,391.12,0.14
2024-12-18,Bills,Cash,Best picture space medical six.,319.95,0.24
2024-12-18,Food,UPI,Environmental traditional like short three.,354.29,0.37
2024-12-15,Healthcare,Debit Card,Year during such again kind western.,169.32,0.39
2024-12-16,Investment,UPI,Mean run so anything help claim agent executive.,287.55,0.43
2024-12-23,Subscription,Credit Card,Something color money before grow letter.,108.39,0.37
2024-12-07,Investment,UPI,Direction red main past four knowledge product important.,678.74,0.52
2024-12-05,Stationary,Cash,Level who energy feeling surface artist short.,66.26,0.44
2024-12-06,Subscription,Credit Card,Discuss action arm save matter administration seven letter.,668.03,0.74
2024-12-08,Healthcare,Cash,Ground matter idea than family sell lot.,674.43,0.0
2024-12-25,Bills,UPI,Husband source hour I.,775.66,0.93
2024-12-01,Bills,Credit Card,Property wide on back three.,286.55,0.23
2024-12-07,Groceries,UPI,Can the look structure lose matter offer.,619.01,0.53
2024-12-09,Subscription,Debit Card,Life everyone rock road head.,234.64,0.0
2024-12-24,Stationary,Cash,Modern affect return decade reach spring prevent television.,40.27,0.42
2024-12-19,Healthcare,Debit Card,Policy federal suggest ago.,764.44,0.46
2024-12-09,Investment,Cash,Director decision hospital issue body suggest audience near.,453.88,0.57
2024-12-15,Investment,Cash,Late interview behind save hand continue game.,874.46,0.39
2024-02-21,Bills,UPI,Available add source throughout language us.,481.32,0.35
2024-02-15,Subscription,Credit Card,People power thing Democrat decade along.,155.4,0.6
2024-02-05,Bills,Debit Card,Business we civil option early fly.,863.8,0.62
2024-02-26,Bills,Debit Card,Need old structure case turn age significant.,14.14,0.75
2024-02-24,Subscription,UPI,Far from although traditional Congress last billion too.,909.14,0.0
2024-02-28,Investment,UPI,Move toward thousand.,368.06,0.92
2024-02-16,Travel,UPI,Cost they half.,63.62,0.25
2024-02-10,Groceries,Debit Card,Knowledge pay simply discussion check low win pick.,888.7,0.41
2024-02-17,Travel,Debit Card,Full challenge radio Congress blue.,75.2,0.0
2024-02-21,Travel,UPI,Picture professor century drive end modern.,213.33,0.14
2024-02-10,Groceries,Credit Card,Thought audience health their military brother unit industry.,983.97,0.59
2024-02-04,Investment,Debit Card,Chair cell Democrat technology participant official population itself.,533.78,0.02
2024-02-15,Subscription,Credit Card,A two whose day.,826.39,0.96
2024-02-14,Entertainment,Credit Card,Local red project production hard past.,106.87,0.1
2024-02-02,Food,Cash,Trouble space analysis despite night book too.,115.13,0.3
2024-02-21,Bills,Debit Card,Beautiful amount reality game character PM have.,50.8,0.83
2024-02-11,Healthcare,Cash,Provide pass care ten area toward.,547.7,0.27
2024-02-02,Entertainment,Debit Card,Majority news garden measure member democratic.,236.46,0.03
2024-02-19,Healthcare,Debit Card,Camera car institution three job.,128.29,0.71
2024-02-03,Healthcare,UPI,Truth beat clearly direction sell.,579.34,0.03
2024-02-20,Groceries,Cash,Everyone road stuff race meeting create chair but.,89.77,0.98
2024-02-14,Food,Debit Card,Unit hard push next coach line theory activity.,702.66,0.38
2024-02-01,Subscription,Debit Card,Every crime thousand him.,228.5,0.35
2024-02-13,Subscription,Cash,Would couple movement big nor another.,330.2,0.7
2024-02-13,Food,Credit Card,Boy discover who white long southern.,89.02,0.26
2024-02-07,Healthcare,Credit Card,Collection very no mention whose raise.,366.85,0.76
2024-02-25,Food,UPI,Partner movement thousand fear only name project.,173.71,0.46
2024-02-24,Healthcare,Debit Card,Information act win than.,190.85,0.1
2024-02-16,Groceries,Cash,Beyond page seek suffer country ball interesting too.,316.46,0.81
2024-02-04,Groceries,Cash,Goal kind ok simple understand citizen draw consumer.,731.15,0.83
2024-02-15,Groceries,UPI,Heart after mother crime.,924.54,0.56
2024-02-27,Food,Debit Card,Themselves table try let financial size want.,952.59,0.21
2024-02-27,Bills,Cash,Meeting poor training difficult similar find.,261.73,0.0
2024-02-05,Groceries,Cash,Natural by summer upon conference where.,386.82,0.47
2024-02-23,Groceries,Credit Card,Recognize total less local about whole.,739.79,0.81
2024-02-07,Subscription,UPI,Material product entire I yet.,900.48,0.52
2024-02-01,Investment,UPI,Enjoy give father toward much executive bag meet.,856.84,0.69
2024-02-22,Bills,Debit Card,General central generation six.,511.38,0.05
2024-02-20,Stationary,Cash,Begin last decision station list main project share.,722.65,0.74
2024-02-06,Food,Cash,Glass apply garden more including song perform money.,395.01,0.79
2024-02-10,Bills,Credit Card,Reflect say degree eat wide.,583.73,0.06
2024-02-25,Entertainment,Credit Card,Movie thousand avoid institution.,987.65,0.77
2024-02-25,Bills,UPI,Even small four out lot money.,106.69,0.29
2024-02-26,Subscription,Debit Card,Perform election receive learn red.,23.6,0.54
2024-02-15,Groceries,Debit Card,Look successful artist network bring speak eat.,211.78,0.45
2024-02-15,Investment,UPI,Property response play particularly environment trial play.,591.67,0.29
2024-02-20,Travel,Credit Card,Successful able even room among.,513.8,0.17
2024-02-10,Food,Debit Card,As herself than east may claim paper.,32.61,0.94
2024-02-04,Travel,Debit Card,Hospital want brother cold fine state.,477.4,0.13
2024-02-09,Groceries,Credit Card,Population produce PM too upon also focus paper.,624.93,0.0
2024-02-23,Investment,Credit Card,Continue strategy rest whom wonder.,134.56,0.0
2024-02-15,Bills,Cash,Computer fall me again oil move.,266.1,0.0
2024-02-07,Groceries,Cash,Yourself next dog attorney.,924.48,0.8
2024-02-04,Bills,Credit Card,Add pattern very site message term road.,92.31,0.34
2024-02-10,Groceries,Debit Card,Language name must too.,856.55,0.1
2024-02-17,Food,Credit Card,Site raise doctor staff at.,897.22,0.97
2024-02-10,Bills,Credit Card,Mouth soon machine relate market sit foot.,609.84,0.37
2024-02-22,Bills,Debit Card,Stand place ago agreement side very same.,518.99,0.54
2024-02-17,Food,UPI,Group left painting ever.,654.77,0.88
2024-02-10,Food,Credit Card,Develop stop use view series.,685.27,0.38
2024-02-23,Entertainment,Debit Card,Year direction responsibility.,427.26,0.96
2024-02-26,Groceries,Cash,Purpose inside fine floor man born.,836.09,0.78
2024-02-08,Investment,UPI,Time sometimes add figure house.,324.7,0.96
2024-02-07,Investment,Debit Card,Trouble want deep keep remain.,344.47,0.63
2024-02-04,Subscription,Cash,Information never road worker picture different least.,310.4,0.76
2024-02-19,Subscription,Debit Card,Particularly page pull man focus.,330.07,0.0
2024-02-28,Investment,UPI,Hold young picture probably population.,29.7,0.0
2024-02-10,Food,Debit Card,Assume left region fine structure Congress window.,242.31,0.0
2024-02-24,Investment,Cash,Particular since why will administration.,107.43,0.97
2024-02-20,Investment,Cash,Compare air dark time.,838.5,0.0
2024-02-28,Stationary,Debit Card,Team interesting back charge structure though force.,58.41,0.0
2024-02-17,Stationary,UPI,Year control five some appear but hospital.,204.25,0.69
2024-02-01,Entertainment,UPI,Quickly cup everything beautiful institution accept.,102.52,0.31
2024-02-25,Groceries,Debit Card,Stock blue voice teach yeah strategy economy.,687.05,0.51
2024-02-11,Groceries,Debit Card,Accept either describe agreement likely mouth.,124.86,0.0
2024-02-18,Investment,Credit Card,Ready everybody probably deep research after.,257.73,0.17
2024-02-12,Entertainment,Debit Card,Night tough health knowledge.,716.09,0.0
2024-02-02,Bills,Cash,Himself network remain amount.,79.18,0.31
2024-02-15,Travel,UPI,Professor finally population southern board will scene.,470.65,0.62
2024-02-21,Healthcare,Credit Card,Reality at nation window his series car.,994.19,0.54
2024-02-26,Subscription,UPI,Interview city chair indicate who better medical recently.,489.89,0.93
2024-02-22,Travel,Debit Card,Think can three field the.,977.59,0.79
2024-02-21,Food,Cash,Boy out quite car baby great husband number.,559.13,0.68
2024-02-02,Healthcare,Credit Card,Threat five school sea opportunity specific smile party.,219.52,0.0
2024-02-17,Stationary,UPI,Tv be size serious side others bar.,105.63,0.0
2024-02-12,Entertainment,UPI,Treat value general peace act.,487.63,0.98
2024-02-05,Entertainment,Credit Card,Since phone card.,153.08,0.0
2024-02-24,Travel,Cash,Scientist choose throw dark cover.,780.76,0.06
2024-02-01,Bills,Cash,Property ago speak item truth seem.,917.7,0.19
2024-02-21,Investment,UPI,Although near reality any it.,839.03,0.0
2024-02-05,Healthcare,Debit Card,Loss position dark.,553.5,0.38
2024-02-10,Healthcare,Debit Card,Star each trial scene politics relate.,805.79,0.44
2024-02-22,Food,Credit Card,Detail plant anything check together event.,844.85,0.0
2024-02-24,Investment,UPI,Develop produce own resource seat control appear manage.,237.25,0.51
2024-02-21,Groceries,Debit Card,Weight eat position firm me major for.,749.03,0.42
2024-02-12,Subscription,Debit Card,Doctor dinner campaign much road recent.,249.57,0.02
2024-02-24,Stationary,Credit Card,Number catch hard natural worry born.,650.81,0.64
2024-02-20,Food,UPI,Difficult after foreign race church notice cup.,489.89,0.4
2024-02-28,Investment,Credit Card,Sport force require will.,292.44,0.65
2024-02-05,Stationary,Debit Card,Tend morning soldier certain sea pick join.,692.3,0.56
2024-02-04,Bills,Credit Card,Decade color develop allow kind way thus also.,367.68,0.57
2024-02-20,Subscription,UPI,Teach drop develop television seven free.,715.9,0.0
2024-02-24,Bills,UPI,Today security finish best.,384.15,0.51
2024-02-10,Travel,UPI,Major hard player possible.,318.31,0.67
2024-02-01,Travel,Cash,Success ten seem good serious lawyer feel.,129.8,0.85
2024-02-17,Investment,Debit Card,Address author technology loss history great throughout allow.,430.01,0.16
2024-02-28,Investment,Debit Card,Heart five then seek up challenge.,470.25,0.0
2024-02-03,Groceries,Cash,Design watch agree billion policy own staff.,459.72,0.0
2024-02-14,Travel,UPI,Per drop official tax kid dream.,100.77,0.79
2024-02-10,Groceries,Debit Card,Year military statement eight hit plant.,130.66,0.0
2024-02-08,Entertainment,Debit Card,Fight cost area leg system really.,970.97,0.15
2024-02-28,Subscription,Cash,Moment realize concern society.,258.69,0.6
2024-02-12,Subscription,Credit Card,Measure station rock mind choice down.,734.43,0.39
2024-02-16,Stationary,Credit Card,Future window reason answer wife participant shake.,728.03,0.96
2024-02-26,Healthcare,Credit Card,Visit reason Republican huge.,597.34,0.79
2024-02-09,Subscription,UPI,Republican structure itself month sign.,971.41,0.94
2024-02-21,Entertainment,Debit Card,Adult significant hit.,506.23,0.45
2024-02-18,Groceries,Cash,Suddenly born appear defense.,590.53,0.0
2024-02-18,Investment,Credit Card,Bag game agency president.,207.2,0.0
2024-02-14,Healthcare,Credit Card,Seven could myself south your sense clearly.,346.63,0.74
2024-02-23,Stationary,Credit Card,Teacher organization president choice.,289.01,0.53
2024-02-13,Food,Debit Card,Something PM house receive.,886.92,0.0
2024-02-24,Bills,Debit Card,They writer increase though big continue.,184.62,0.82
2024-02-09,Investment,UPI,Catch type think church suddenly sell into.,13.1,0.1
2024-02-05,Healthcare,Cash,Although enough collection floor all player during TV.,370.86,0.0
2024-02-20,Healthcare,Debit Card,Manager art those onto base officer.,14.65,0.71
2024-02-07,Food,Debit Card,Foreign loss say network travel believe.,531.17,0.88
2024-02-01,Stationary,UPI,Enter on visit foot back cut they.,433.8,0.04
2024-02-02,Food,Debit Card,Contain individual name despite yet.,309.32,0.86
2024-02-22,Healthcare,Credit Card,Herself order decision within least doctor.,521.36,0.18
2024-02-25,Travel,Credit Card,Store high that investment.,283.93,0.5
2024-02-14,Food,Credit Card,Shake agreement cost Congress along pattern goal.,404.33,0.48
2024-02-24,Subscription,Debit Card,Same teach water serve ability television.,406.71,0.66
2024-02-24,Stationary,Cash,Story reveal all arm sure suggest such almost.,754.5,0.0
2024-02-11,Bills,Debit Card,Technology almost space clearly along.,836.94,0.39
2024-02-08,Entertainment,Credit Card,Pressure send order color class.,131.26,0.5
2024-02-15,Groceries,UPI,Answer wall close also before seat music.,332.51,0.0
2024-02-24,Bills,Cash,Scientist effect fear.,419.95,0.0
2024-02-04,Travel,Credit Card,Across financial forward ago hand.,592.56,0.0
2024-02-07,Travel,Cash,Always ball foot who rise.,978.15,0.82
2024-02-15,Travel,Debit Card,Drive stuff shake.,575.52,0.31
2024-02-06,Subscription,Cash,City environmental second effort.,236.18,0.5
2024-02-22,Bills,UPI,Continue financial take all.,919.13,0.0
2024-02-24,Groceries,Debit Card,Compare camera guy indicate need.,331.16,0.0
2024-02-26,Groceries,Credit Card,Certainly middle hold five everyone experience.,862.89,0.0
2024-02-12,Travel,Debit Card,Clearly reveal area ask.,675.24,0.66
2024-02-06,Groceries,Cash,Impact political former company central.,350.42,0.12
2024-02-25,Stationary,UPI,Eat include realize page which market air true.,44.52,0.02
2024-02-24,Food,Debit Card,Week find special write probably cold able.,130.45,0.0
2024-02-08,Entertainment,Cash,Figure cut study career.,862.45,0.97
2024-01-01,Healthcare,Cash,Study responsibility his none his.,996.51,0.18
2024-01-05,Groceries,Credit Card,Film above site avoid among.,245.53,0.12
2024-01-17,Groceries,UPI,Newspaper design sound thousand nation.,536.15,0.72
2024-01-26,Entertainment,Cash,Meet doctor trip too.,479.99,0.38
2024-01-17,Food,Debit Card,Wind site ahead system.,838.2,0.01
2024-01-27,Groceries,Credit Card,Could real great early.,344.3,0.94
2024-01-03,Entertainment,Debit Card,Team approach simple new PM kid name.,824.54,0.93
2024-01-30,Investment,Debit Card,Value activity color wish always west.,266.75,0.16
2024-01-15,Investment,Debit Card,Exactly into market.,372.16,0.18
2024-01-24,Subscription,Credit Card,Even prepare quickly fine better fight network.,437.95,0.82
2024-01-03,Groceries,UPI,Hold hope face such.,797.02,0.15
2024-01-06,Food,Credit Card,Defense tonight fish everyone.,561.49,0.0
2024-01-07,Stationary,Credit Card,Fast Democrat else medical.,475.81,0.0
2024-01-26,Investment,Debit Card,Yourself politics everyone save.,951.49,0.26
2024-01-21,Stationary,Cash,Poor red performance.,306.8,0.88
2024-01-24,Food,Credit Card,Economy local law.,238.16,0.94
2024-01-21,Healthcare,Debit Card,End girl hear.,79.3,0.16
2024-01-02,Entertainment,UPI,Item source perform eat leg.,818.17,0.87
2024-01-13,Investment,Debit Card,Sound explain political system animal there western.,747.32,0.78
2024-01-06,Stationary,Cash,Still book whatever current must behavior cost.,441.67,0.0
2024-01-01,Stationary,Credit Card,Word friend example move if after true really.,286.23,0.0
2024-01-03,Bills,Credit Card,Street law population situation.,125.58,0.45
2024-01-13,Investment,Debit Card,Social analysis wonder tough.,118.81,0.52
2024-01-14,Groceries,UPI,Security guess change health.,608.58,0.03
2024-01-16,Bills,UPI,Head live network safe only best.,40.46,0.25
2024-01-25,Travel,UPI,Mrs remain increase enjoy little society I trial.,170.45,0.0
2024-01-17,Bills,Credit Card,Chance democratic these who it level soldier.,725.81,0.49
2024-01-24,Entertainment,Credit Card,Suggest eight woman individual.,588.81,0.15
2024-01-30,Bills,UPI,Game let trade dog.,860.79,0.81
2024-01-15,Investment,Credit Card,Born spring second garden.,353.31,0.18
2024-01-04,Travel,Debit Card,Star skill well far special.,945.79,0.46
2024-01-29,Entertainment,Cash,At plant performance.,313.36,0.12
2024-01-04,Bills,UPI,Physical staff where allow meet near.,117.49,0.42
2024-01-04,Subscription,Debit Card,Artist front state reveal.,784.24,0.97
2024-01-07,Bills,Debit Card,Anything possible able believe six while.,783.98,0.0
2024-01-21,Food,Debit Card,Military economic really painting happy.,489.58,0.0
2024-01-17,Groceries,Debit Card,Person movement door wife.,87.65,0.95
2024-01-20,Investment,UPI,Pick behavior fine require.,755.91,0.25
2024-01-16,Groceries,Credit Card,Detail task office hit.,860.34,0.0
2024-01-05,Subscription,Cash,Play fight anything particularly story partner.,294.9,0.43
2024-01-10,Food,Cash,Follow them here account any.,375.95,0.3
2024-01-07,Bills,Credit Card,Need every serious live traditional student.,682.72,0.29
2024-01-22,Travel,UPI,Style war plant same president building option.,523.11,0.91
2024-01-28,Travel,UPI,Building economic keep tell.,310.19,0.0
2024-01-24,Travel,Credit Card,Mission research ability rise lawyer when.,683.21,0.2
2024-01-28,Food,Credit Card,Become team step compare machine choose yet.,766.44,0.05
2024-01-17,Travel,Cash,Republican among station interesting.,476.24,0.37
2024-01-18,Subscription,Credit Card,Thousand maintain admit teach reveal style girl.,868.06,0.75
2024-01-03,Stationary,Debit Card,Value few brother leg.,39.99,0.0
2024-01-26,Food,Debit Card,Official factor brother accept cultural shoulder section travel.,493.18,0.09
2024-01-20,Groceries,Cash,Up exactly find base view.,78.48,0.0
2024-01-18,Bills,UPI,Together step upon stock very matter.,109.34,0.25
2024-01-16,Groceries,Cash,Find dream because meet.,629.82,0.49
2024-01-05,Food,Debit Card,Police memory usually clearly cover.,604.34,0.1
2024-01-14,Bills,Debit Card,Better have north another television including.,257.89,0.04
2024-01-14,Bills,Cash,Reflect quality behind no future per follow.,202.62,0.0
2024-01-23,Groceries,UPI,Argue explain government Mr.,830.95,0.39
2024-01-04,Subscription,Cash,Difficult simple provide expect.,156.56,0.11
2024-01-21,Investment,Debit Card,Condition challenge part guess sense week.,860.88,0.96
2024-01-25,Groceries,Cash,Source senior friend lead leader investment activity prepare.,82.93,0.05
2024-01-25,Food,Debit Card,Increase something consider color every executive computer.,749.12,0.4
2024-01-12,Bills,Cash,Character trouble food thing modern.,413.27,0.73
2024-01-16,Healthcare,UPI,Interview bill blood perform.,531.69,0.85
2024-01-07,Investment,UPI,Different order TV develop.,448.53,0.31
2024-01-21,Food,Cash,By alone control class data spring else.,386.38,0.8
2024-01-21,Bills,Cash,Wife street successful he soon.,246.23,0.6
2024-01-13,Stationary,Credit Card,Hundred four talk police.,854.61,0.0
2024-01-13,Entertainment,Debit Card,Artist sign exactly garden mind.,245.87,0.0
2024-01-09,Groceries,UPI,Star along fear single vote work believe page.,262.74,0.0
2024-01-07,Entertainment,UPI,Difference entire between certain others.,838.77,0.03
2024-01-04,Stationary,Debit Card,Mother agency set life help improve then scientist.,542.71,0.0
2024-01-04,Investment,Cash,Education free difference mission system eat.,572.15,0.39
2024-01-18,Bills,Credit Card,Professional box quality live.,487.66,0.76
2024-01-06,Bills,Cash,Especially democratic action local brother large discuss.,995.54,0.55
2024-01-13,Groceries,UPI,Performance above miss after see production item eye.,762.44,0.06
2024-01-13,Investment,Debit Card,Thing indeed voice so message Mrs.,114.71,0.0
2024-01-24,Healthcare,UPI,Military wide professional dinner spring.,96.82,0.0
2024-01-07,Healthcare,UPI,To answer item Mr check arm.,170.34,0.16
2024-01-01,Healthcare,Debit Card,Add system art magazine owner turn.,209.39,0.05
2024-01-21,Bills,Credit Card,Reduce without year reveal response.,996.18,0.0
2024-01-02,Food,Debit Card,Billion think step office local service.,388.06,0.0
2024-01-05,Healthcare,Debit Card,Maintain start everybody project.,69.63,0.61
2024-01-08,Stationary,Debit Card,Almost for wonder front pick.,799.28,0.0
2024-01-29,Stationary,Debit Card,Do exist respond of involve dinner step.,291.04,0.25
2024-01-14,Travel,Cash,Industry day play well realize.,250.23,0.1
2024-01-23,Bills,UPI,Lot fly southern sign third.,437.89,0.15
2024-01-01,Investment,Credit Card,Technology yard goal.,413.92,0.83
2024-01-25,Travel,Credit Card,Seven traditional such left region.,835.61,0.25
2024-01-02,Food,Credit Card,Free teach as sense one situation stage.,782.76,0.71
2024-01-09,Travel,Debit Card,Morning especially safe responsibility event.,883.54,0.76
2024-01-09,Bills,Credit Card,Garden body someone either present according toward.,861.81,0.0
2024-01-14,Food,Debit Card,Analysis ten administration we yourself attention.,328.07,0.89
2024-01-23,Travel,UPI,Design test itself wife certainly heavy buy.,971.88,0.67
2024-01-22,Healthcare,UPI,Take mouth laugh wife.,659.94,0.79
2024-01-01,Entertainment,UPI,This choose contain task public.,773.45,0.85
2024-01-16,Food,UPI,Customer good both far travel language offer.,672.31,0.0
2024-01-19,Subscription,Debit Card,Job clear head pretty every.,49.86,0.13
2024-01-12,Groceries,Debit Card,Career wear western for discover always note.,376.1,0.0
2024-01-13,Food,UPI,Reach live property significant admit great.,860.57,0.66
2024-01-01,Groceries,Credit Card,Tax cover TV.,812.6,0.0
2024-01-03,Stationary,Cash,Despite operation ahead.,653.15,0.18
2024-01-27,Bills,Cash,Information join read class enjoy big.,722.65,0.69
2024-01-10,Healthcare,UPI,Next education apply end.,666.49,0.11
2024-01-18,Subscription,Credit Card,Despite street thus enough.,52.91,0.4
2024-01-28,Subscription,UPI,Show nation chair her last street.,179.23,0.09
2024-01-16,Entertainment,UPI,Morning trade goal never approach.,933.09,0.82
2024-01-30,Travel,UPI,It claim production land store girl.,518.75,0.38
2024-01-27,Entertainment,UPI,Treatment several body trade.,643.19,0.67
2024-01-10,Healthcare,Credit Card,Air official themselves sign situation help great.,635.35,0.78
2024-01-02,Travel,UPI,Another other air prevent low.,841.2,0.08
2024-01-07,Groceries,Cash,Some practice wait significant administration by.,237.32,0.27
2024-01-20,Entertainment,Cash,Including building around whether speech mouth voice.,221.75,0.0
2024-01-04,Entertainment,Cash,Rest politics surface month how with.,722.86,0.0
2024-01-10,Food,Credit Card,Rich to itself agency pay rather.,488.52,0.03
2024-01-21,Investment,UPI,People leader film people.,884.62,0.63
2024-01-14,Entertainment,Cash,Meeting around scene.,150.42,0.62
2024-01-24,Food,Cash,Either material different official minute.,930.76,0.74
2024-01-21,Travel,Debit Card,Tax defense staff far body world.,120.27,0.14
2024-01-26,Stationary,UPI,Bed focus data center in series health.,605.28,0.3
2024-01-14,Travel,UPI,Under player direction idea body window fish.,711.54,0.84
2024-01-27,Food,Cash,Education upon bill.,928.41,0.53
2024-01-01,Groceries,Cash,Arrive four run.,485.3,0.16
2024-01-23,Subscription,UPI,Left sea occur lead again.,330.55,0.56
2024-01-09,Travel,Cash,Any change south partner organization fire.,855.59,0.03
2024-01-21,Entertainment,Credit Card,Tonight increase yourself wall form bank.,986.02,0.4
2024-01-19,Travel,UPI,People office power outside identify different garden.,543.76,0.64
2024-01-28,Groceries,Credit Card,Despite doctor recent talk really four pressure.,290.48,0.47
2024-01-17,Investment,Credit Card,Field play water.,227.27,0.25
2024-01-25,Investment,UPI,Order surface listen ago movie yet southern full.,461.61,0.52
2024-01-19,Investment,Credit Card,Natural represent commercial miss sign administration year.,91.47,0.46
2024-01-18,Healthcare,Debit Card,Prevent address medical write be.,159.56,0.32
2024-01-22,Stationary,UPI,Type pattern child least great sister second.,106.75,0.46
2024-01-28,Food,Cash,Walk term show long task social.,422.17,0.0
2024-01-14,Bills,Cash,Family recently far.,450.08,0.0
2024-01-23,Entertainment,Cash,Social be everyone soon hit experience low center.,196.43,0.0
2024-01-02,Healthcare,Credit Card,Relate family former reduce better.,209.62,0.0
2024-01-25,Stationary,Credit Card,Realize then outside treatment space image.,688.7,0.65
2024-01-03,Bills,Credit Card,Ground win cell enjoy cause new.,232.67,0.88
2024-01-09,Subscription,Credit Card,Score investment couple part take close there.,864.2,0.0
2024-01-21,Bills,Debit Card,Citizen employee yet lead hit determine.,627.23,0.69
2024-01-24,Groceries,Debit Card,Party very down response single other.,668.33,0.0
2024-01-28,Healthcare,Credit Card,What away direction fill several course.,283.15,0.41
2024-01-27,Food,Credit Card,Mind program letter avoid box oil pick.,751.93,0.0
2024-01-22,Entertainment,Credit Card,Human put perhaps wide.,209.53,0.0
2024-01-07,Groceries,Debit Card,Small raise capital manage get reason.,683.64,0.6
2024-01-25,Healthcare,UPI,Goal out yeah save say view.,939.69,0.0
2024-01-12,Stationary,Cash,Official away people chance foot.,806.43,0.0
2024-01-19,Bills,Credit Card,Pm reflect successful wait policy.,873.41,0.46
2024-01-30,Entertainment,UPI,Nearly camera physical.,264.2,0.94
2024-01-02,Stationary,Cash,Name rather upon safe suffer tonight sea.,582.94,0.0
2024-07-27,Travel,Credit Card,Want push toward.,715.69,0.54
2024-07-04,Entertainment,Credit Card,Treat require both figure focus.,555.24,0.0
2024-07-20,Subscription,UPI,Trip seat information heart.,698.17,0.89
2024-07-23,Healthcare,Credit Card,Really ahead whole type woman describe detail.,592.57,0.09
2024-07-06,Healthcare,Debit Card,Someone brother even line husband.,824.92,0.84
2024-07-13,Stationary,Cash,Son box rather thus pay pretty oil.,463.23,0.86
2024-07-05,Entertainment,Cash,Professional way science among.,323.66,0.55
